place_id,term,rank,mention_count,avg_context_sentiment,positive_context_count,negative_context_count,positive_ratio,negative_ratio,top_positive_review_text,top_positive_review_likes,top_negative_review_text,top_negative_review_likes
xuekewu,餐點,1,218,0.10321100917431193,26,14,0.11926605504587157,0.06422018348623854,"朋友剛好在附近理髮,才可以邂逅這間具特色的咖啡廳❣️ 跟現在所謂的網紅咖啡廳很不一樣。用完餐看評論才知道這間是經營幾十年,歷久不衰的店家。外觀看起來很像庭園~綠意盎然,充滿綠色的植栽,不仔細看完全不會發現是店家。 ✖️沒有插座 ✖️網美牆✖️浮誇好拍的飲料 ⭕️爵士音樂⭕️美味料理跟啤酒⭕️好喝咖啡 這裡有黑膠唱片而店裡播的是爵士音樂,除了簡餐以外還要米糕跟炸豆腐!美味程度媲美餐廳廚師料理,豆腐可以炸的外酥內嫩不油膩、不乾澀深得我心。 還有令人難忘的超大杯珍珠奶茶🤣⋯⋯ 如果超愛喝珍奶的朋友超級適合點一大杯,然後坐在這裡享受寧靜的午後,不喝奶茶的朋友也可以拿冰櫃的啤酒(啤酒看起來都超有特色)。 店裡面的擺設、桌椅,都超級有特色,是一般咖啡廳完全看不到的那種!很推薦大家來。服務內用餐點類型其他平均每人消費金額$200-400",11,"餐點、飲料,不合理的貴!......+1 星巴克密斯朵咖啡80元。還每月咖啡特價活動買一送一【半價】便宜許多! 無套餐,強迫限消飲料才能點餐【一家4口要先被迫花600元買飲料,才能點餐🤑】 台大、師大、公館...有很多優質、更值得一去的咖啡廳了! ...",3.0
xuekewu,咖啡,2,239,0.3075313807531381,67,3,0.2803347280334728,0.012552301255230125,"朋友剛好在附近理髮,才可以邂逅這間具特色的咖啡廳❣️ 跟現在所謂的網紅咖啡廳很不一樣。用完餐看評論才知道這間是經營幾十年,歷久不衰的店家。外觀看起來很像庭園~綠意盎然,充滿綠色的植栽,不仔細看完全不會發現是店家。 ✖️沒有插座 ✖️網美牆✖️浮誇好拍的飲料 ⭕️爵士音樂⭕️美味料理跟啤酒⭕️好喝咖啡 這裡有黑膠唱片而店裡播的是爵士音樂,除了簡餐以外還要米糕跟炸豆腐!美味程度媲美餐廳廚師料理,豆腐可以炸的外酥內嫩不油膩、不乾澀深得我心。 還有令人難忘的超大杯珍珠奶茶🤣⋯⋯ 如果超愛喝珍奶的朋友超級適合點一大杯,然後坐在這裡享受寧靜的午後,不喝奶茶的朋友也可以拿冰櫃的啤酒(啤酒看起來都超有特色)。 店裡面的擺設、桌椅,都超級有特色,是一般咖啡廳完全看不到的那種!很推薦大家來。服務內用餐點類型其他平均每人消費金額$200-400",11,"有台式料理,也有咖啡, 復古的一家咖啡店, 可惜桌上方的吊燈看起來充滿灰塵🥲服務內用平均每人消費金額$1-200餐點:4服務:4氣氛:3",0.0
xuekewu,服務,3,157,0.11464968152866242,19,6,0.12101910828025478,0.03821656050955414,"朋友剛好在附近理髮,才可以邂逅這間具特色的咖啡廳❣️ 跟現在所謂的網紅咖啡廳很不一樣。用完餐看評論才知道這間是經營幾十年,歷久不衰的店家。外觀看起來很像庭園~綠意盎然,充滿綠色的植栽,不仔細看完全不會發現是店家。 ✖️沒有插座 ✖️網美牆✖️浮誇好拍的飲料 ⭕️爵士音樂⭕️美味料理跟啤酒⭕️好喝咖啡 這裡有黑膠唱片而店裡播的是爵士音樂,除了簡餐以外還要米糕跟炸豆腐!美味程度媲美餐廳廚師料理,豆腐可以炸的外酥內嫩不油膩、不乾澀深得我心。 還有令人難忘的超大杯珍珠奶茶🤣⋯⋯ 如果超愛喝珍奶的朋友超級適合點一大杯,然後坐在這裡享受寧靜的午後,不喝奶茶的朋友也可以拿冰櫃的啤酒(啤酒看起來都超有特色)。 店裡面的擺設、桌椅,都超級有特色,是一般咖啡廳完全看不到的那種!很推薦大家來。服務內用餐點類型其他平均每人消費金額$200-400",11,"制度不合理,點了一堆主食也必須滿足「每人一杯」飲料的要求,被死板地要求加點飲料感受差勁。且價格過高,食物像極了調理包,飲料說實話也普通,且一大杯飲料外帶只剩一小杯,等於被直接倒掉了大半,實在誇張,不知道高評分哪裡來的。冷氣也不冷,總之就是極差的一次用餐體驗。 建議想單純吃飯、喝飲料的各位別參考那些高評分,餐點和服務實在不值得。服務內用餐點類型午餐平均每人消費金額$200-400",2.0
xuekewu,氣氛,4,132,0.3371212121212121,34,2,0.25757575757575757,0.015151515151515152,"店裡放著非常讓人舒服的爵士樂,環境佈置非常的復古,非常喜歡這種氣氛的咖啡廳牆上也掛著非常多感覺有年代的照片,老闆一定是非常有音樂休養的人 這邊環境很舒服輕鬆一定會再來 這邊光線很美拍起來很好看服務內用餐點類型其他",3,氣氛很好。食物一般而且貴。天花板在漏水(?!)服務內用餐點類型晚餐平均每人消費金額$200-400,0.0
xuekewu,內用,5,73,0.08904109589041095,10,5,0.136986301369863,0.0684931506849315,"朋友剛好在附近理髮,才可以邂逅這間具特色的咖啡廳❣️ 跟現在所謂的網紅咖啡廳很不一樣。用完餐看評論才知道這間是經營幾十年,歷久不衰的店家。外觀看起來很像庭園~綠意盎然,充滿綠色的植栽,不仔細看完全不會發現是店家。 ✖️沒有插座 ✖️網美牆✖️浮誇好拍的飲料 ⭕️爵士音樂⭕️美味料理跟啤酒⭕️好喝咖啡 這裡有黑膠唱片而店裡播的是爵士音樂,除了簡餐以外還要米糕跟炸豆腐!美味程度媲美餐廳廚師料理,豆腐可以炸的外酥內嫩不油膩、不乾澀深得我心。 還有令人難忘的超大杯珍珠奶茶🤣⋯⋯ 如果超愛喝珍奶的朋友超級適合點一大杯,然後坐在這裡享受寧靜的午後,不喝奶茶的朋友也可以拿冰櫃的啤酒(啤酒看起來都超有特色)。 店裡面的擺設、桌椅,都超級有特色,是一般咖啡廳完全看不到的那種!很推薦大家來。服務內用餐點類型其他平均每人消費金額$200-400",11,"制度不合理,點了一堆主食也必須滿足「每人一杯」飲料的要求,被死板地要求加點飲料感受差勁。且價格過高,食物像極了調理包,飲料說實話也普通,且一大杯飲料外帶只剩一小杯,等於被直接倒掉了大半,實在誇張,不知道高評分哪裡來的。冷氣也不冷,總之就是極差的一次用餐體驗。 建議想單純吃飯、喝飲料的各位別參考那些高評分,餐點和服務實在不值得。服務內用餐點類型午餐平均每人消費金額$200-400",2.0
xuekewu,飲料,6,65,0.13076923076923078,11,7,0.16923076923076924,0.1076923076923077,"餐點超讚 飲料很大杯!裝潢復古 有點破舊感 廁所很小,小便斗味很重只好少1顆星,搬家之後就沒味道了!餐點:5服務:5氣氛:5",2,"餐點、飲料,不合理的貴!......+1 星巴克密斯朵咖啡80元。還每月咖啡特價活動買一送一【半價】便宜許多! 無套餐,強迫限消飲料才能點餐【一家4口要先被迫花600元買飲料,才能點餐🤑】 台大、師大、公館...有很多優質、更值得一去的咖啡廳了! ...",3.0
xuekewu,適合,7,69,0.26811594202898553,19,2,0.2753623188405797,0.028985507246376812,"112.04.03 放在口袋名單好一陣子,想說這次連假剛好有機會就去拜訪。 ✅低消一杯飲品,禁用外食 ✅現金付款 ✅無訂位服務 ✔️茉香綠茶 中杯冷 $110 ✔️黑珍珠奶茶(粉圓) 中杯冷 $150 ✔️炸玉米布丁酥 $60 ✔️蝦仁蛋炒飯(附湯) $140 一推開門恍若來到另一個時空,店內非常溫暖,環境復古懷舊,桌子椅子都很有年代感,播著爵士樂很chill很放鬆。 飲料點中杯一來有嚇到,很大杯,可以喝很久一邊看書,非常適合度過一下午。但茉香綠茶太死甜,反而珍奶的甜度很剛好,非常好喝~ 奶油布丁酥現炸,熱騰騰,外酥內軟,咬下去甜甜的奶油在嘴裡散發開來,搭配玉米的甜,非常好吃,不過要小心燙口! 蝦仁炒飯放了我非常討厭的三色蔬菜,蝦仁嚐起來不太像是真蝦的口感,但整體風味不難吃。 但店內似乎沒有什麼空氣流通,就會顯得悶熱。店裡十分安靜,連喝飲品都小心翼翼的(每次吸珍珠時我都戰戰兢兢(?)。 在點餐的時候感覺老闆不太友善,但結帳換闆娘時就相對客氣許多☺️ 每間餐廳都有適合他們風格的客人,或許這裡不適合我們,但會推薦給喜歡安靜氛圍的你。服務內用餐點類型晚餐平均每人消費金額$200-400餐點:4服務:3氣氛:4",2,"☕️溫州街巷弄裡頗有特色、但無Wi-Fi也無插座的微深夜咖啡廳。 ✅不限時(但離座15分鐘以上要重點低消)。 ❌🔌無提供插座。 ❌🛜無提供Wi-Fi。 ⚠️低消:飲品。 🕛營業時段至午夜。 這間開了少說也超過十年的咖啡廳,在算得上是咖啡廳一級戰區的溫州街可以說是相當長青、也是獨樹一格的存在。 之所以獨特,在於這家店與目前主流的咖啡廳不太一樣,既不提供插座、也無提供無線網路。雖說有不少咖啡廳確實不提供插座/要付費才能使用插座,但連網路都沒有就真的不多見了,也因此,雖然毗鄰兩所大學,但並不適合要做報告的學生。 有看到寫手推薦說沒有Wi-Fi和插座更能專心唸書,這點我是抱持著懷疑態度,首先,現在一般人的手機都能用行動網路,也不會太過耗電,因此實際上是不方便用筆電但不影響手機使用者,而專注與否是個人自律,不能專注的一樣可以一直滑手機;再者,店內其實很大一部分是聊天的顧客,因此店內環境並沒有到很安靜,恐怕也是會影響專注度的因素。 綜上所述,我認為這裡更適合作為朋友們聊聊天、休息;或獨自一人找片空間耍耍廢、放放空的地方。 這家店雖然有賣咖啡也有賣咖啡豆,但其實我覺得型態上更接近二十年前紅極一時過的泡沫紅茶店。店裡也一樣有販售簡餐,而且店內的鹹食種類其實還挺多的,不過我這次沒有點。飲料坦白說不怎麼樣,就真的很像泡沫紅茶店,上面厚厚一層泡沫,喝起來也挺水的,唯一優點是夠大杯吧! 服務方面中等,店裡看起來有點像是一家人經營?比較年輕的那位幾乎都不講話,問話也不太會回(或聲音小到我誤會)。年紀比較大的另兩位至少還會招呼一下客人。 環境上,如前所述,沒有插座也沒有網路並不適合使用電腦,是比較可惜的地方,尤其是桌子其實是足夠大張、可以放筆電的。 店內大約15張桌子,每張桌子最多就3、4人,一進門的地方都是雙人座位,但因為沒有並排,空間反而比較大;後面雖然有三四人的座位,但當天晚上滿座時看起來稍微擁擠了些。 音樂還不錯,類似有點年代的西洋爵士樂,但人多時是聽不太到音樂的,接近打烊時間才聽得到音樂聲🤣服務內用餐點類型其他餐點:2服務:3氣氛:3吵雜程度吵雜,但還是能交談等待時間不需等候",0.0
xuekewu,好喝,8,46,1.3369565217391304,44,0,0.9565217391304348,0.0,"朋友剛好在附近理髮,才可以邂逅這間具特色的咖啡廳❣️ 跟現在所謂的網紅咖啡廳很不一樣。用完餐看評論才知道這間是經營幾十年,歷久不衰的店家。外觀看起來很像庭園~綠意盎然,充滿綠色的植栽,不仔細看完全不會發現是店家。 ✖️沒有插座 ✖️網美牆✖️浮誇好拍的飲料 ⭕️爵士音樂⭕️美味料理跟啤酒⭕️好喝咖啡 這裡有黑膠唱片而店裡播的是爵士音樂,除了簡餐以外還要米糕跟炸豆腐!美味程度媲美餐廳廚師料理,豆腐可以炸的外酥內嫩不油膩、不乾澀深得我心。 還有令人難忘的超大杯珍珠奶茶🤣⋯⋯ 如果超愛喝珍奶的朋友超級適合點一大杯,然後坐在這裡享受寧靜的午後,不喝奶茶的朋友也可以拿冰櫃的啤酒(啤酒看起來都超有特色)。 店裡面的擺設、桌椅,都超級有特色,是一般咖啡廳完全看不到的那種!很推薦大家來。服務內用餐點類型其他平均每人消費金額$200-400",11,,
xuekewu,喜歡,9,53,1.179245283018868,46,0,0.8679245283018868,0.0,"環境、溫度、音樂、座椅都非常舒適,每桌皆有配燈~並離桌面較近,適合看書或放鬆渡過怡人的下午時段🎶 !餐點部分令人驚艷! 拿鐵順口不苦,奶泡綿密得不可思議👍🏿巧克力鬆糕飽有剛好的濕度與空氣,內餡有一點點的巧克力熔岩,非常美味,貼心的切成四份,份量一個就非常滿足! 鹹食部分炸豆腐與豆干絕了,炸豆腐內嫩外脆重口味朋友會愛,豆干有點像是大溪豆乾,多汁又有口感,口味上更喜歡豆乾,吃完這些餐點直接解決午餐與晚餐👍🏿 特別提醒店內無提供插座哦!",5,,
xuekewu,爵士,10,44,0.3977272727272727,12,0,0.2727272727272727,0.0,"朋友剛好在附近理髮,才可以邂逅這間具特色的咖啡廳❣️ 跟現在所謂的網紅咖啡廳很不一樣。用完餐看評論才知道這間是經營幾十年,歷久不衰的店家。外觀看起來很像庭園~綠意盎然,充滿綠色的植栽,不仔細看完全不會發現是店家。 ✖️沒有插座 ✖️網美牆✖️浮誇好拍的飲料 ⭕️爵士音樂⭕️美味料理跟啤酒⭕️好喝咖啡 這裡有黑膠唱片而店裡播的是爵士音樂,除了簡餐以外還要米糕跟炸豆腐!美味程度媲美餐廳廚師料理,豆腐可以炸的外酥內嫩不油膩、不乾澀深得我心。 還有令人難忘的超大杯珍珠奶茶🤣⋯⋯ 如果超愛喝珍奶的朋友超級適合點一大杯,然後坐在這裡享受寧靜的午後,不喝奶茶的朋友也可以拿冰櫃的啤酒(啤酒看起來都超有特色)。 店裡面的擺設、桌椅,都超級有特色,是一般咖啡廳完全看不到的那種!很推薦大家來。服務內用餐點類型其他平均每人消費金額$200-400",11,,
