place_id,term,rank,mention_count,avg_context_sentiment,positive_context_count,negative_context_count,positive_ratio,negative_ratio,top_positive_review_text,top_positive_review_likes,top_negative_review_text,top_negative_review_likes
yangtiaozao,餐點,1,126,0.15079365079365079,17,3,0.1349206349206349,0.023809523809523808,超鳥的店 老闆超凶還會亂罵髒話 一直搖頭不知道是有吸還是亞斯伯格 放的歌沒品味就算了裝潢也完全沒有質感 超自以為的內裝有夠四不像 果然沒品味的人啥都做不好 飲料也是有夠難喝賣這價錢還做成這樣乾脆去搶好了 榮登溫州街最爛咖啡廳沒有之一 一顆星是因為最低只有一顆星不是你值得一顆星餐點:1服務:1氣氛:1,16,朋友推薦的chill晚間咖啡廳☕️ 整個氛圍還不錯 在台北很難看到這種風格 餐點普通 但適合放鬆😎發呆 跟朋友聊天💬 裡面很多客人都看起來很文青 很會打扮 店員也是平均每人消費金額$200-400餐點:3服務:3氣氛:4,0.0
yangtiaozao,服務,2,125,0.148,18,3,0.144,0.024,超鳥的店 老闆超凶還會亂罵髒話 一直搖頭不知道是有吸還是亞斯伯格 放的歌沒品味就算了裝潢也完全沒有質感 超自以為的內裝有夠四不像 果然沒品味的人啥都做不好 飲料也是有夠難喝賣這價錢還做成這樣乾脆去搶好了 榮登溫州街最爛咖啡廳沒有之一 一顆星是因為最低只有一顆星不是你值得一顆星餐點:1服務:1氣氛:1,16,"很chill的一間咖啡廳,播的音樂很特別,是個適合聊天的好地方,但不禁煙,會介意煙味的朋友注意一下囖服務內用餐點類型其他平均每人消費金額$1-200餐點:3服務:3氣氛:4",1.0
yangtiaozao,氣氛,3,97,0.30927835051546393,22,0,0.2268041237113402,0.0,"氣氛不錯,咖啡很怪,香菸也太多了。餐點:2服務:2氣氛:5",3,,
yangtiaozao,咖啡,4,61,0.4180327868852459,23,2,0.3770491803278688,0.03278688524590164,"又開發到一家不錯的店,榛果拿鐵咖啡好喝,店裡面混搭的陳設佈置,讓人會一直想拍照,戶外座位宛如到了沙美島的Malibu,多元風格我喜歡。",5,"抱持著隨便找一家店坐著喝咖啡和朋友聊天的心情找到這家店,剛走進去發現老闆是一位散發獨特氣息的人(說句實話,當下還很怕咖啡會不會不好喝),但也許就是因為這樣,他的咖啡也有他獨特的味道,非常好喝;裝潢是走一個非常chill的風格,推薦給大家",1.0
yangtiaozao,內用,5,49,0.1326530612244898,6,1,0.12244897959183673,0.02040816326530612,"喝過最順口的熱鮮奶茶就是這裡了! 店裡氛圍很chill,還有和室區可以坐 晚上跟朋友待在這裡聊天發呆都覺得很舒服服務內用餐點類型晚餐平均每人消費金額$1-200餐點:5服務:5氣氛:5",1,"一個在文教區的 coffee house, 氣氛不錯,飲品也不錯,只是户外座位的客戶抽煙,傳進户內,讓人不舒服。服務內用餐點類型其他平均每人消費金額$1-200餐點:4服務:3氣氛:4",0.0
yangtiaozao,音樂,6,46,0.41304347826086957,13,0,0.2826086956521739,0.0,"音樂好聽,咖啡好喝。",2,,
yangtiaozao,提拉米蘇,7,24,0.7083333333333334,13,1,0.5416666666666666,0.041666666666666664,"店內選的音樂都很有老闆個性 提拉米蘇很好吃,巧克力的微苦跟濕軟奶油比例拿捏的很好,很容易賣完! 其他飲料也都很用心製作,蘇打水不會太甜,抹茶拿鐵一口口喝也很溫和。 聚會聊天的好去處 但如果要安靜辦公不建議喔 - 追蹤我不錯過中部、雙北 高CP值的料理收藏清單服務內用餐點類型晚餐平均每人消費金額$200-400餐點:5",4,"熱拿鐵真的有夠難喝,淡而無味,加上那個奶泡,我感覺是自動咖啡機做的,比我自己泡的咖啡還難喝。 提拉米蘇蠻普通。 門口是開著的,外面蚊子一直飛進來蚊子爆炸多,無法久坐。餐點:1服務:1氣氛:2",3.0
yangtiaozao,好喝,8,22,1.4772727272727273,21,1,0.9545454545454546,0.045454545454545456,"又開發到一家不錯的店,榛果拿鐵咖啡好喝,店裡面混搭的陳設佈置,讓人會一直想拍照,戶外座位宛如到了沙美島的Malibu,多元風格我喜歡。",5,"抱持著隨便找一家店坐著喝咖啡和朋友聊天的心情找到這家店,剛走進去發現老闆是一位散發獨特氣息的人(說句實話,當下還很怕咖啡會不會不好喝),但也許就是因為這樣,他的咖啡也有他獨特的味道,非常好喝;裝潢是走一個非常chill的風格,推薦給大家",1.0
yangtiaozao,好吃,9,21,1.5952380952380953,20,0,0.9523809523809523,0.0,"店內選的音樂都很有老闆個性 提拉米蘇很好吃,巧克力的微苦跟濕軟奶油比例拿捏的很好,很容易賣完! 其他飲料也都很用心製作,蘇打水不會太甜,抹茶拿鐵一口口喝也很溫和。 聚會聊天的好去處 但如果要安靜辦公不建議喔 - 追蹤我不錯過中部、雙北 高CP值的料理收藏清單服務內用餐點類型晚餐平均每人消費金額$200-400餐點:5",4,,
yangtiaozao,地方,10,19,0.34210526315789475,6,1,0.3157894736842105,0.05263157894736842,我只能說羊跳蚤是整個臺北最棒的地方⋯餐點:5服務:5氣氛:5,1,可惜的地方 除了煙味,1.0
